Id,FIPS_County,Title,Description,Start_Date,End_Date,End_Date_Known,Post_Date,Level,FIPS_State,State,State_Abbr,County,IsPositive,Agriculture,Business_And_Industry,Energy,Fire,Plants_And_Wildlife,Relief_Response_And_Restrictions,Society_And_Public_Health,Tourism_And_Recreation,Water_Supply_And_Quality,Total,Impact Source
57039,6017,An estimated 9.5 million trees died in California in 2021,"In 2021, an estimated 9.5 million trees in California died from insects, disease and drought, according to aerial survey data from the U.S. Forest Service. Significant tree mortality occurred in Fresno and Tulare counties last year. The slopes of the Klamath, Trinity and northern Sierra ranges are dotted with dead trees after 2021—these moister areas had no dead trees just a few years ago. Siskiyou County had the most tree deaths with about 10% of the total in 2021.
Nearly two-thirds of the tree deaths from 2021 were firs and often infested with fir engraver beetles. Sugar and ponderosa pine continued to die mostly from mountain and western pine beetles. 
Seventy-five thousand trees, including acacia and eucalyptus, in the East Bay perished in 2021. Scientists think that fungi in combination with drought may have killed the trees. Many trees died at the East Bay Regional Park District’s Anthony Chabot, Reinhardt Redwood and Tilden parks.
The Dixie Fire, which burned 963,000 acres in the northern Sierra, killed more than 100 million trees by the Forest Service’s estimate. Trees killed in fires are not included in the tree mortality estimates made from the aerial surveys. 
San Francisco Chronicle (Calif.), Feb 28, 2022",1/1/2021,12/31/2021,reported,3/2/2022,County,6,California,CA,El Dorado County,0,0,0,0,0,1,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57039
57039,6019,An estimated 9.5 million trees died in California in 2021,"In 2021, an estimated 9.5 million trees in California died from insects, disease and drought, according to aerial survey data from the U.S. Forest Service. Significant tree mortality occurred in Fresno and Tulare counties last year. The slopes of the Klamath, Trinity and northern Sierra ranges are dotted with dead trees after 2021—these moister areas had no dead trees just a few years ago. Siskiyou County had the most tree deaths with about 10% of the total in 2021.
Nearly two-thirds of the tree deaths from 2021 were firs and often infested with fir engraver beetles. Sugar and ponderosa pine continued to die mostly from mountain and western pine beetles. 
Seventy-five thousand trees, including acacia and eucalyptus, in the East Bay perished in 2021. Scientists think that fungi in combination with drought may have killed the trees. Many trees died at the East Bay Regional Park District’s Anthony Chabot, Reinhardt Redwood and Tilden parks.
The Dixie Fire, which burned 963,000 acres in the northern Sierra, killed more than 100 million trees by the Forest Service’s estimate. Trees killed in fires are not included in the tree mortality estimates made from the aerial surveys. 
San Francisco Chronicle (Calif.), Feb 28, 2022",1/1/2021,12/31/2021,reported,3/2/2022,County,6,California,CA,Fresno County,0,0,0,0,0,1,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57039
57039,6029,An estimated 9.5 million trees died in California in 2021,"In 2021, an estimated 9.5 million trees in California died from insects, disease and drought, according to aerial survey data from the U.S. Forest Service. Significant tree mortality occurred in Fresno and Tulare counties last year. The slopes of the Klamath, Trinity and northern Sierra ranges are dotted with dead trees after 2021—these moister areas had no dead trees just a few years ago. Siskiyou County had the most tree deaths with about 10% of the total in 2021.
Nearly two-thirds of the tree deaths from 2021 were firs and often infested with fir engraver beetles. Sugar and ponderosa pine continued to die mostly from mountain and western pine beetles. 
Seventy-five thousand trees, including acacia and eucalyptus, in the East Bay perished in 2021. Scientists think that fungi in combination with drought may have killed the trees. Many trees died at the East Bay Regional Park District’s Anthony Chabot, Reinhardt Redwood and Tilden parks.
The Dixie Fire, which burned 963,000 acres in the northern Sierra, killed more than 100 million trees by the Forest Service’s estimate. Trees killed in fires are not included in the tree mortality estimates made from the aerial surveys. 
San Francisco Chronicle (Calif.), Feb 28, 2022",1/1/2021,12/31/2021,reported,3/2/2022,County,6,California,CA,Kern County,0,0,0,0,0,1,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57039
57039,6039,An estimated 9.5 million trees died in California in 2021,"In 2021, an estimated 9.5 million trees in California died from insects, disease and drought, according to aerial survey data from the U.S. Forest Service. Significant tree mortality occurred in Fresno and Tulare counties last year. The slopes of the Klamath, Trinity and northern Sierra ranges are dotted with dead trees after 2021—these moister areas had no dead trees just a few years ago. Siskiyou County had the most tree deaths with about 10% of the total in 2021.
Nearly two-thirds of the tree deaths from 2021 were firs and often infested with fir engraver beetles. Sugar and ponderosa pine continued to die mostly from mountain and western pine beetles. 
Seventy-five thousand trees, including acacia and eucalyptus, in the East Bay perished in 2021. Scientists think that fungi in combination with drought may have killed the trees. Many trees died at the East Bay Regional Park District’s Anthony Chabot, Reinhardt Redwood and Tilden parks.
The Dixie Fire, which burned 963,000 acres in the northern Sierra, killed more than 100 million trees by the Forest Service’s estimate. Trees killed in fires are not included in the tree mortality estimates made from the aerial surveys. 
San Francisco Chronicle (Calif.), Feb 28, 2022",1/1/2021,12/31/2021,reported,3/2/2022,County,6,California,CA,Madera County,0,0,0,0,0,1,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57039
57039,6043,An estimated 9.5 million trees died in California in 2021,"In 2021, an estimated 9.5 million trees in California died from insects, disease and drought, according to aerial survey data from the U.S. Forest Service. Significant tree mortality occurred in Fresno and Tulare counties last year. The slopes of the Klamath, Trinity and northern Sierra ranges are dotted with dead trees after 2021—these moister areas had no dead trees just a few years ago. Siskiyou County had the most tree deaths with about 10% of the total in 2021.
Nearly two-thirds of the tree deaths from 2021 were firs and often infested with fir engraver beetles. Sugar and ponderosa pine continued to die mostly from mountain and western pine beetles. 
Seventy-five thousand trees, including acacia and eucalyptus, in the East Bay perished in 2021. Scientists think that fungi in combination with drought may have killed the trees. Many trees died at the East Bay Regional Park District’s Anthony Chabot, Reinhardt Redwood and Tilden parks.
The Dixie Fire, which burned 963,000 acres in the northern Sierra, killed more than 100 million trees by the Forest Service’s estimate. Trees killed in fires are not included in the tree mortality estimates made from the aerial surveys. 
San Francisco Chronicle (Calif.), Feb 28, 2022",1/1/2021,12/31/2021,reported,3/2/2022,County,6,California,CA,Mariposa County,0,0,0,0,0,1,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57039
57039,6051,An estimated 9.5 million trees died in California in 2021,"In 2021, an estimated 9.5 million trees in California died from insects, disease and drought, according to aerial survey data from the U.S. Forest Service. Significant tree mortality occurred in Fresno and Tulare counties last year. The slopes of the Klamath, Trinity and northern Sierra ranges are dotted with dead trees after 2021—these moister areas had no dead trees just a few years ago. Siskiyou County had the most tree deaths with about 10% of the total in 2021.
Nearly two-thirds of the tree deaths from 2021 were firs and often infested with fir engraver beetles. Sugar and ponderosa pine continued to die mostly from mountain and western pine beetles. 
Seventy-five thousand trees, including acacia and eucalyptus, in the East Bay perished in 2021. Scientists think that fungi in combination with drought may have killed the trees. Many trees died at the East Bay Regional Park District’s Anthony Chabot, Reinhardt Redwood and Tilden parks.
The Dixie Fire, which burned 963,000 acres in the northern Sierra, killed more than 100 million trees by the Forest Service’s estimate. Trees killed in fires are not included in the tree mortality estimates made from the aerial surveys. 
San Francisco Chronicle (Calif.), Feb 28, 2022",1/1/2021,12/31/2021,reported,3/2/2022,County,6,California,CA,Mono County,0,0,0,0,0,1,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57039
57039,6057,An estimated 9.5 million trees died in California in 2021,"In 2021, an estimated 9.5 million trees in California died from insects, disease and drought, according to aerial survey data from the U.S. Forest Service. Significant tree mortality occurred in Fresno and Tulare counties last year. The slopes of the Klamath, Trinity and northern Sierra ranges are dotted with dead trees after 2021—these moister areas had no dead trees just a few years ago. Siskiyou County had the most tree deaths with about 10% of the total in 2021.
Nearly two-thirds of the tree deaths from 2021 were firs and often infested with fir engraver beetles. Sugar and ponderosa pine continued to die mostly from mountain and western pine beetles. 
Seventy-five thousand trees, including acacia and eucalyptus, in the East Bay perished in 2021. Scientists think that fungi in combination with drought may have killed the trees. Many trees died at the East Bay Regional Park District’s Anthony Chabot, Reinhardt Redwood and Tilden parks.
The Dixie Fire, which burned 963,000 acres in the northern Sierra, killed more than 100 million trees by the Forest Service’s estimate. Trees killed in fires are not included in the tree mortality estimates made from the aerial surveys. 
San Francisco Chronicle (Calif.), Feb 28, 2022",1/1/2021,12/31/2021,reported,3/2/2022,County,6,California,CA,Nevada County,0,0,0,0,0,1,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57039
57039,6061,An estimated 9.5 million trees died in California in 2021,"In 2021, an estimated 9.5 million trees in California died from insects, disease and drought, according to aerial survey data from the U.S. Forest Service. Significant tree mortality occurred in Fresno and Tulare counties last year. The slopes of the Klamath, Trinity and northern Sierra ranges are dotted with dead trees after 2021—these moister areas had no dead trees just a few years ago. Siskiyou County had the most tree deaths with about 10% of the total in 2021.
Nearly two-thirds of the tree deaths from 2021 were firs and often infested with fir engraver beetles. Sugar and ponderosa pine continued to die mostly from mountain and western pine beetles. 
Seventy-five thousand trees, including acacia and eucalyptus, in the East Bay perished in 2021. Scientists think that fungi in combination with drought may have killed the trees. Many trees died at the East Bay Regional Park District’s Anthony Chabot, Reinhardt Redwood and Tilden parks.
The Dixie Fire, which burned 963,000 acres in the northern Sierra, killed more than 100 million trees by the Forest Service’s estimate. Trees killed in fires are not included in the tree mortality estimates made from the aerial surveys. 
San Francisco Chronicle (Calif.), Feb 28, 2022",1/1/2021,12/31/2021,reported,3/2/2022,County,6,California,CA,Placer County,0,0,0,0,0,1,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57039
57039,6063,An estimated 9.5 million trees died in California in 2021,"In 2021, an estimated 9.5 million trees in California died from insects, disease and drought, according to aerial survey data from the U.S. Forest Service. Significant tree mortality occurred in Fresno and Tulare counties last year. The slopes of the Klamath, Trinity and northern Sierra ranges are dotted with dead trees after 2021—these moister areas had no dead trees just a few years ago. Siskiyou County had the most tree deaths with about 10% of the total in 2021.
Nearly two-thirds of the tree deaths from 2021 were firs and often infested with fir engraver beetles. Sugar and ponderosa pine continued to die mostly from mountain and western pine beetles. 
Seventy-five thousand trees, including acacia and eucalyptus, in the East Bay perished in 2021. Scientists think that fungi in combination with drought may have killed the trees. Many trees died at the East Bay Regional Park District’s Anthony Chabot, Reinhardt Redwood and Tilden parks.
The Dixie Fire, which burned 963,000 acres in the northern Sierra, killed more than 100 million trees by the Forest Service’s estimate. Trees killed in fires are not included in the tree mortality estimates made from the aerial surveys. 
San Francisco Chronicle (Calif.), Feb 28, 2022",1/1/2021,12/31/2021,reported,3/2/2022,County,6,California,CA,Plumas County,0,0,0,0,0,1,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57039
57039,6091,An estimated 9.5 million trees died in California in 2021,"In 2021, an estimated 9.5 million trees in California died from insects, disease and drought, according to aerial survey data from the U.S. Forest Service. Significant tree mortality occurred in Fresno and Tulare counties last year. The slopes of the Klamath, Trinity and northern Sierra ranges are dotted with dead trees after 2021—these moister areas had no dead trees just a few years ago. Siskiyou County had the most tree deaths with about 10% of the total in 2021.
Nearly two-thirds of the tree deaths from 2021 were firs and often infested with fir engraver beetles. Sugar and ponderosa pine continued to die mostly from mountain and western pine beetles. 
Seventy-five thousand trees, including acacia and eucalyptus, in the East Bay perished in 2021. Scientists think that fungi in combination with drought may have killed the trees. Many trees died at the East Bay Regional Park District’s Anthony Chabot, Reinhardt Redwood and Tilden parks.
The Dixie Fire, which burned 963,000 acres in the northern Sierra, killed more than 100 million trees by the Forest Service’s estimate. Trees killed in fires are not included in the tree mortality estimates made from the aerial surveys. 
San Francisco Chronicle (Calif.), Feb 28, 2022",1/1/2021,12/31/2021,reported,3/2/2022,County,6,California,CA,Sierra County,0,0,0,0,0,1,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57039
57039,6093,An estimated 9.5 million trees died in California in 2021,"In 2021, an estimated 9.5 million trees in California died from insects, disease and drought, according to aerial survey data from the U.S. Forest Service. Significant tree mortality occurred in Fresno and Tulare counties last year. The slopes of the Klamath, Trinity and northern Sierra ranges are dotted with dead trees after 2021—these moister areas had no dead trees just a few years ago. Siskiyou County had the most tree deaths with about 10% of the total in 2021.
Nearly two-thirds of the tree deaths from 2021 were firs and often infested with fir engraver beetles. Sugar and ponderosa pine continued to die mostly from mountain and western pine beetles. 
Seventy-five thousand trees, including acacia and eucalyptus, in the East Bay perished in 2021. Scientists think that fungi in combination with drought may have killed the trees. Many trees died at the East Bay Regional Park District’s Anthony Chabot, Reinhardt Redwood and Tilden parks.
The Dixie Fire, which burned 963,000 acres in the northern Sierra, killed more than 100 million trees by the Forest Service’s estimate. Trees killed in fires are not included in the tree mortality estimates made from the aerial surveys. 
San Francisco Chronicle (Calif.), Feb 28, 2022",1/1/2021,12/31/2021,reported,3/2/2022,County,6,California,CA,Siskiyou County,0,0,0,0,0,1,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57039
57039,6107,An estimated 9.5 million trees died in California in 2021,"In 2021, an estimated 9.5 million trees in California died from insects, disease and drought, according to aerial survey data from the U.S. Forest Service. Significant tree mortality occurred in Fresno and Tulare counties last year. The slopes of the Klamath, Trinity and northern Sierra ranges are dotted with dead trees after 2021—these moister areas had no dead trees just a few years ago. Siskiyou County had the most tree deaths with about 10% of the total in 2021.
Nearly two-thirds of the tree deaths from 2021 were firs and often infested with fir engraver beetles. Sugar and ponderosa pine continued to die mostly from mountain and western pine beetles. 
Seventy-five thousand trees, including acacia and eucalyptus, in the East Bay perished in 2021. Scientists think that fungi in combination with drought may have killed the trees. Many trees died at the East Bay Regional Park District’s Anthony Chabot, Reinhardt Redwood and Tilden parks.
The Dixie Fire, which burned 963,000 acres in the northern Sierra, killed more than 100 million trees by the Forest Service’s estimate. Trees killed in fires are not included in the tree mortality estimates made from the aerial surveys. 
San Francisco Chronicle (Calif.), Feb 28, 2022",1/1/2021,12/31/2021,reported,3/2/2022,County,6,California,CA,Tulare County,0,0,0,0,0,1,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57039
57039,6109,An estimated 9.5 million trees died in California in 2021,"In 2021, an estimated 9.5 million trees in California died from insects, disease and drought, according to aerial survey data from the U.S. Forest Service. Significant tree mortality occurred in Fresno and Tulare counties last year. The slopes of the Klamath, Trinity and northern Sierra ranges are dotted with dead trees after 2021—these moister areas had no dead trees just a few years ago. Siskiyou County had the most tree deaths with about 10% of the total in 2021.
Nearly two-thirds of the tree deaths from 2021 were firs and often infested with fir engraver beetles. Sugar and ponderosa pine continued to die mostly from mountain and western pine beetles. 
Seventy-five thousand trees, including acacia and eucalyptus, in the East Bay perished in 2021. Scientists think that fungi in combination with drought may have killed the trees. Many trees died at the East Bay Regional Park District’s Anthony Chabot, Reinhardt Redwood and Tilden parks.
The Dixie Fire, which burned 963,000 acres in the northern Sierra, killed more than 100 million trees by the Forest Service’s estimate. Trees killed in fires are not included in the tree mortality estimates made from the aerial surveys. 
San Francisco Chronicle (Calif.), Feb 28, 2022",1/1/2021,12/31/2021,reported,3/2/2022,County,6,California,CA,Tuolumne County,0,0,0,0,0,1,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57039
57030,6041,Mandatory water restrictions eased in North Marin Water District in California,"The North Marin Water District voted to ease mandatory water use restrictions that have been in effect since early 2020 for Point Reyes Station, Inverness Park, Paradise Ranch Estates, Bear Valley and Olema.
Residents were still urged to voluntarily conserve 15% compared to the last normal water year of 2013 instead of 25%.
Marin Independent Journal (Calif.), Feb 5, 2022",4/1/2020,2/4/2022,reported,2/24/2022,County,6,California,CA,Marin County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57030
57013,6027,"Large wildfire burned nearly 4,000 acres in Inyo County, California","The Airport Fire near Bishop is the largest of the three wildfires that have sparked in California since the start of the year. The blaze began early on the afternoon of Feb. 16, had grown to 3,900 acres and was 0% contained on the morning of Feb. 17. 
In Bishop, California State Route 168 was still closed east of U.S. 395 as of late Thursday morning, as was Warm Springs Road east of U.S. 395.
Freight Waves (Chattanooga, Tenn.), Feb 17, 2022",2/16/2022,3/18/2022,estimated,2/19/2022,County,6,California,CA,Inyo County,0,0,0,0,1,0,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57013
56822,6041,"Tougher water restrictions rescinded for customers of Marin Municipal Water District, California","Most Marin County residents will be allowed to use their sprinklers again after a nearly three-month ban. The Marin Municipal Water District board voted unanimously on Feb. 15 to allow the district’s customers in central and southern Marin to use outdoor sprinklers and drip irrigation two days per week. Outdoor irrigation using tap water had been banned since Dec. 1 due to drought.
Marin Independent Journal (Calif.), Feb 16, 2022

After a number of atmospheric rivers that brought tremendous rain to Marin County, the reservoirs have refilled from 32% to 74% of capacity on Dec. 17 and water officials were reconsidering some drought restrictions and penalties that were introduced earlier.  
Since July, the Marin Municipal Water District has received about 34 inches of rain, or about 240% of normal to date. 
The utility continues to plan for water projects like the $100 million pipeline across the Richmond-San Rafael Bridge that would pump in water purchased from Yuba County. The district began planning the pipeline when it appeared that its local reservoir supplies could be depleted as soon as July 2022.
The San Jose Mercury News (Calif.), Dec 19, 2021

Outdoor watering was no longer permitted in Marin if water use exceeds 65 gallons of water daily for a 4-person household. The aim is to conserve 40% district wide.
Overall reservoir storage for the Marin Municipal Water District was at 58% of capacity, or 8% less than average for the date. 
CBS San Francisco (Calif.), Nov 30, 2021",12/1/2021,2/15/2022,reported,2/17/2022,County,6,California,CA,Marin County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/56822
57006,6005,Habitat flooded for birds migrating through the Sacramento Valley in California,"Lengthy drought in the Sacramento Valley prompted concerns ahead of the annual bird migration because just 60,000 acres were expected to be flooded rather than the usual 270,000 acres of habitat. Disease and food depletion were expected to be problems for the birds. 
""The Department of Water Resources provided a large sum of money to run drought relief programs for water birds,"" according to a California Rice Commission wildlife programs manager. ""We were able to put out 50,000 acres of flooded habitat and that includes rivers and wetlands.""
KCRA-TV NBC 3 Sacramento (Calif.), Feb 4, 2022",2/4/2022,3/6/2022,estimated,2/16/2022,County,6,California,CA,Amador County,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57006
57006,6007,Habitat flooded for birds migrating through the Sacramento Valley in California,"Lengthy drought in the Sacramento Valley prompted concerns ahead of the annual bird migration because just 60,000 acres were expected to be flooded rather than the usual 270,000 acres of habitat. Disease and food depletion were expected to be problems for the birds. 
""The Department of Water Resources provided a large sum of money to run drought relief programs for water birds,"" according to a California Rice Commission wildlife programs manager. ""We were able to put out 50,000 acres of flooded habitat and that includes rivers and wetlands.""
KCRA-TV NBC 3 Sacramento (Calif.), Feb 4, 2022",2/4/2022,3/6/2022,estimated,2/16/2022,County,6,California,CA,Butte County,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57006
57006,6011,Habitat flooded for birds migrating through the Sacramento Valley in California,"Lengthy drought in the Sacramento Valley prompted concerns ahead of the annual bird migration because just 60,000 acres were expected to be flooded rather than the usual 270,000 acres of habitat. Disease and food depletion were expected to be problems for the birds. 
""The Department of Water Resources provided a large sum of money to run drought relief programs for water birds,"" according to a California Rice Commission wildlife programs manager. ""We were able to put out 50,000 acres of flooded habitat and that includes rivers and wetlands.""
KCRA-TV NBC 3 Sacramento (Calif.), Feb 4, 2022",2/4/2022,3/6/2022,estimated,2/16/2022,County,6,California,CA,Colusa County,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57006
57006,6017,Habitat flooded for birds migrating through the Sacramento Valley in California,"Lengthy drought in the Sacramento Valley prompted concerns ahead of the annual bird migration because just 60,000 acres were expected to be flooded rather than the usual 270,000 acres of habitat. Disease and food depletion were expected to be problems for the birds. 
""The Department of Water Resources provided a large sum of money to run drought relief programs for water birds,"" according to a California Rice Commission wildlife programs manager. ""We were able to put out 50,000 acres of flooded habitat and that includes rivers and wetlands.""
KCRA-TV NBC 3 Sacramento (Calif.), Feb 4, 2022",2/4/2022,3/6/2022,estimated,2/16/2022,County,6,California,CA,El Dorado County,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57006
57006,6021,Habitat flooded for birds migrating through the Sacramento Valley in California,"Lengthy drought in the Sacramento Valley prompted concerns ahead of the annual bird migration because just 60,000 acres were expected to be flooded rather than the usual 270,000 acres of habitat. Disease and food depletion were expected to be problems for the birds. 
""The Department of Water Resources provided a large sum of money to run drought relief programs for water birds,"" according to a California Rice Commission wildlife programs manager. ""We were able to put out 50,000 acres of flooded habitat and that includes rivers and wetlands.""
KCRA-TV NBC 3 Sacramento (Calif.), Feb 4, 2022",2/4/2022,3/6/2022,estimated,2/16/2022,County,6,California,CA,Glenn County,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57006
57006,6035,Habitat flooded for birds migrating through the Sacramento Valley in California,"Lengthy drought in the Sacramento Valley prompted concerns ahead of the annual bird migration because just 60,000 acres were expected to be flooded rather than the usual 270,000 acres of habitat. Disease and food depletion were expected to be problems for the birds. 
""The Department of Water Resources provided a large sum of money to run drought relief programs for water birds,"" according to a California Rice Commission wildlife programs manager. ""We were able to put out 50,000 acres of flooded habitat and that includes rivers and wetlands.""
KCRA-TV NBC 3 Sacramento (Calif.), Feb 4, 2022",2/4/2022,3/6/2022,estimated,2/16/2022,County,6,California,CA,Lassen County,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57006
57006,6049,Habitat flooded for birds migrating through the Sacramento Valley in California,"Lengthy drought in the Sacramento Valley prompted concerns ahead of the annual bird migration because just 60,000 acres were expected to be flooded rather than the usual 270,000 acres of habitat. Disease and food depletion were expected to be problems for the birds. 
""The Department of Water Resources provided a large sum of money to run drought relief programs for water birds,"" according to a California Rice Commission wildlife programs manager. ""We were able to put out 50,000 acres of flooded habitat and that includes rivers and wetlands.""
KCRA-TV NBC 3 Sacramento (Calif.), Feb 4, 2022",2/4/2022,3/6/2022,estimated,2/16/2022,County,6,California,CA,Modoc County,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57006
57006,6057,Habitat flooded for birds migrating through the Sacramento Valley in California,"Lengthy drought in the Sacramento Valley prompted concerns ahead of the annual bird migration because just 60,000 acres were expected to be flooded rather than the usual 270,000 acres of habitat. Disease and food depletion were expected to be problems for the birds. 
""The Department of Water Resources provided a large sum of money to run drought relief programs for water birds,"" according to a California Rice Commission wildlife programs manager. ""We were able to put out 50,000 acres of flooded habitat and that includes rivers and wetlands.""
KCRA-TV NBC 3 Sacramento (Calif.), Feb 4, 2022",2/4/2022,3/6/2022,estimated,2/16/2022,County,6,California,CA,Nevada County,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57006
57006,6061,Habitat flooded for birds migrating through the Sacramento Valley in California,"Lengthy drought in the Sacramento Valley prompted concerns ahead of the annual bird migration because just 60,000 acres were expected to be flooded rather than the usual 270,000 acres of habitat. Disease and food depletion were expected to be problems for the birds. 
""The Department of Water Resources provided a large sum of money to run drought relief programs for water birds,"" according to a California Rice Commission wildlife programs manager. ""We were able to put out 50,000 acres of flooded habitat and that includes rivers and wetlands.""
KCRA-TV NBC 3 Sacramento (Calif.), Feb 4, 2022",2/4/2022,3/6/2022,estimated,2/16/2022,County,6,California,CA,Placer County,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57006
57006,6063,Habitat flooded for birds migrating through the Sacramento Valley in California,"Lengthy drought in the Sacramento Valley prompted concerns ahead of the annual bird migration because just 60,000 acres were expected to be flooded rather than the usual 270,000 acres of habitat. Disease and food depletion were expected to be problems for the birds. 
""The Department of Water Resources provided a large sum of money to run drought relief programs for water birds,"" according to a California Rice Commission wildlife programs manager. ""We were able to put out 50,000 acres of flooded habitat and that includes rivers and wetlands.""
KCRA-TV NBC 3 Sacramento (Calif.), Feb 4, 2022",2/4/2022,3/6/2022,estimated,2/16/2022,County,6,California,CA,Plumas County,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57006
57006,6067,Habitat flooded for birds migrating through the Sacramento Valley in California,"Lengthy drought in the Sacramento Valley prompted concerns ahead of the annual bird migration because just 60,000 acres were expected to be flooded rather than the usual 270,000 acres of habitat. Disease and food depletion were expected to be problems for the birds. 
""The Department of Water Resources provided a large sum of money to run drought relief programs for water birds,"" according to a California Rice Commission wildlife programs manager. ""We were able to put out 50,000 acres of flooded habitat and that includes rivers and wetlands.""
KCRA-TV NBC 3 Sacramento (Calif.), Feb 4, 2022",2/4/2022,3/6/2022,estimated,2/16/2022,County,6,California,CA,Sacramento County,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57006
57006,6077,Habitat flooded for birds migrating through the Sacramento Valley in California,"Lengthy drought in the Sacramento Valley prompted concerns ahead of the annual bird migration because just 60,000 acres were expected to be flooded rather than the usual 270,000 acres of habitat. Disease and food depletion were expected to be problems for the birds. 
""The Department of Water Resources provided a large sum of money to run drought relief programs for water birds,"" according to a California Rice Commission wildlife programs manager. ""We were able to put out 50,000 acres of flooded habitat and that includes rivers and wetlands.""
KCRA-TV NBC 3 Sacramento (Calif.), Feb 4, 2022",2/4/2022,3/6/2022,estimated,2/16/2022,County,6,California,CA,San Joaquin County,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57006
57006,6089,Habitat flooded for birds migrating through the Sacramento Valley in California,"Lengthy drought in the Sacramento Valley prompted concerns ahead of the annual bird migration because just 60,000 acres were expected to be flooded rather than the usual 270,000 acres of habitat. Disease and food depletion were expected to be problems for the birds. 
""The Department of Water Resources provided a large sum of money to run drought relief programs for water birds,"" according to a California Rice Commission wildlife programs manager. ""We were able to put out 50,000 acres of flooded habitat and that includes rivers and wetlands.""
KCRA-TV NBC 3 Sacramento (Calif.), Feb 4, 2022",2/4/2022,3/6/2022,estimated,2/16/2022,County,6,California,CA,Shasta County,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57006
57006,6091,Habitat flooded for birds migrating through the Sacramento Valley in California,"Lengthy drought in the Sacramento Valley prompted concerns ahead of the annual bird migration because just 60,000 acres were expected to be flooded rather than the usual 270,000 acres of habitat. Disease and food depletion were expected to be problems for the birds. 
""The Department of Water Resources provided a large sum of money to run drought relief programs for water birds,"" according to a California Rice Commission wildlife programs manager. ""We were able to put out 50,000 acres of flooded habitat and that includes rivers and wetlands.""
KCRA-TV NBC 3 Sacramento (Calif.), Feb 4, 2022",2/4/2022,3/6/2022,estimated,2/16/2022,County,6,California,CA,Sierra County,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57006
