Id,FIPS_State,Title,Description,Start_Date,End_Date,End_Date_Known,Post_Date,Level,State,State_Abbr,IsPositive,Agriculture,Business_And_Industry,Energy,Fire,Plants_And_Wildlife,Relief_Response_And_Restrictions,Society_And_Public_Health,Tourism_And_Recreation,Water_Supply_And_Quality,Total,FREQUENCY,Impact Source,x,y
57275,6,"Lake Mead is lower than forecast, exepected to go much lower","Lake Mead will likely drop 12 feet by September to 1,037 feet above sea level, per an updated forecast from U.S. Bureau of Reclamation. In Sept 2023, Lake Mead may be 26 feet lower than at present, with the reservoir holding just 19% of capacity and leading to the harshest water supply cuts for the Southwest.
Lake Mead is presently running considerably below what was thought to be the worst-case scenario last year. Mead was expected to be about 1,059 feet at the end of May, and as low as 1,057 feet at the worst.
Lake Mead is currently about 1,049 feet. The winter snow was a huge disappointment and did not bring as much moisture as was needed. In addition, water was being held back in Lake Powell to support its water level instead of being sent to Lake Mead. Given the warm, dry spring, water needs for agriculture have been higher than normal. 
CNN (Atlanta, Ga.), May 26, 2022",8/16/2021,5/26/2022,reported,5/26/2022,State,California,CA,0,1,0,0,0,0,1,0,0,1,1,7,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57275,,
57265,6,"May forage needs rain as hay prices, cattle slaughter rates are high","Green up in Montana to Colorado and Nebraska was muted due to dry conditions with little forage growth seen in many areas. Rain is needed to keep these rangelands green.
Conditions this May are the worst in at least 35 years. According to the U.S. Drought Monitor, this is the highest Drought Severity and Coverage Index value at 183 out of 500, for the highest DSCI value in mid-May dating back to 2000. The USDA ranked pasture and range conditions starting in May as having the highest percentage of poor to very poor conditions since 1995. 
As of May 1, hay stocks were:
•	15.1 percent below the 2012-2021 average for the country
•	Down 21.7 percent from the ten-year average in the 17 western states
•	For the ten western states, down more than 30 percent from the ten-year average
Hay prices are forecast to hit record levels in 2022, and alfalfa prices will also be high. With pasture and rangeland in poor condition, and hay being expensive, rates of beef cow slaughter were exceptionally high at 4.2% of the Jan. 1, 2022 beef cow herd total, which was above the average culling percentage of the first four months of the year of 3.0% from 1986 through 2021.
Drovers Cattle Network (Lenexa, Kan.), May 23, 2022",5/23/2022,6/22/2022,estimated,5/25/2022,State,California,CA,0,1,0,0,0,1,0,0,0,0,1,17,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57265,,
57270,6,Record high number of cattle of feed in U.S.,"Feedlot inventories were at a record high on April 1 and remained there on May 1 at 11.967 million head, a record for the month, and 2% higher than May 2021. April feedlot placements, totaling 1.809 million head or down 1% from April 2021, when analysts expected April placements to be nearer to 3% lower than last year.
The most significant factor in the feedlot placements is thought to be drought in the Southern Plains. 
Beef Magazine (St. Charles, Ill.), May 25, 2022",4/1/2022,5/1/2022,reported,5/25/2022,State,California,CA,0,1,0,0,0,0,0,0,0,0,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57270,,
57263,6,"Non-functional grass banned in California, local water agencies to move to Level 2 of their contingency plans","California's State Water Resources Control Board voted to enact a statewide ban on watering decorative turf at commercial, industrial and institutional properties. The board also voted to require local water agencies to activate Level 2 of their local contingency plans to in preparation for a shortage of up to 20%.
Los Angeles Times, May 24, 2022",5/24/2022,12/31/2022,reported,5/24/2022,State,California,CA,0,0,0,0,0,0,1,0,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57263,,
56381,6,Californians requested to curb water use by 15%,"Although Gov. Newsom asked Californians to curb their water use by 15% compared with 2020, statewide cumulative water savings since July was just 3.7%. Urban water use increased 18.9% in March.
Los Angeles Times (Calif.), May 23, 2022

Despite the record dry January and February, Californians are falling short on voluntary water conservation. Gov. Gavin Newsom asked that people conserve 15% compared to 2020 levels, but in January water use increased 2.6% compared to January 2020. Between July and January, statewide water use was down 6.4%. 
The Mercury News (San Jose, Calif.), March 15, 2022

With the start of 2022 being the driest in California’s history as the state enters its third year of drought, all Californians are asked to increase their water conservation efforts. 
Los Angeles Times (Calif.), March 11, 2022

California Gov. Gavin Newsom requested that people and businesses curb their water use by 15% as intense drought persisted.  
“Given how low the reservoirs are going to be at the start of next year, the governor wanted to issue the voluntary call in the event that next year is also dry,” stated the director of the California Department of Water Resources. 
The governor also included another nine counties in the emergency drought proclamation that encompasses 50 of the state's 58 counties.  The nine counties were Inyo, Marin, Mono, Monterey, San Luis Obispo, San Mateo, Santa Barbara, Santa Clara and Santa Cruz.
Associated Press News (New York), July 8, 2021",7/8/2021,12/31/2022,reported,5/23/2022,State,California,CA,0,0,0,0,0,0,1,0,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/56381,,
57256,6,More water conservation needed in California or mandatory restrictions may be implemented,"Gov. Gavin Newsom met with officials from the biggest urban water suppliers in the state and pushed them to increase water conservation efforts, warning that mandatory water restrictions may be implemented without more water savings this summer. Newsom will meet again with water officials in two months for an update on progress. Some of the officials who attended the meeting were from the Metropolitan Water District of Southern California, East Bay Municipal Utility District and other large water suppliers.
On May 24, at the Governor’s urging, the State Water Resources Control Board will vote on a statewide ban on watering of “non-functional” turf on commercial, industrial and institutional properties, as well as regulations requiring local agencies to implement water use restrictions.
Los Angeles Times (Calif.), May 23, 2022",5/23/2022,6/22/2022,estimated,5/23/2022,State,California,CA,0,0,0,0,0,0,1,0,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57256,,
57254,6,"Planned burns on hold across U.S, pending review","The U.S. Forest Service announced that it will not conduct any further fire burning operations for the purpose of clearing brush and small trees on national forest lands as the agency holds a review of protocols and practices before planned operations this fall. Extreme fire danger and unfavorable weather conditions were reasons for the suspension of operations.
Associated Press News (New York), May 20, 2022",5/20/2022,6/19/2022,estimated,5/21/2022,State,California,CA,0,0,0,0,1,0,1,0,0,0,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57254,,
57247,6,"Extreme heat, intense drought could lead to power outages in California, Texas, the Midwest this summer","Extreme heat and severe drought could cause power plants to fail in California, Texas and the Midwest this summer, according to North American Electric Reliability Corp. The continuing drought in the West has reduced hydropower production and caused more wildfires in the Western U.S. 
Reuters (New York), May 18, 2022",5/18/2022,6/17/2022,estimated,5/20/2022,State,California,CA,0,0,0,1,0,0,0,0,0,1,1,14,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57247,,
57242,6,California's power supply insufficient for summer and beyond,"California’s electric grid does not have sufficient capacity to keep the electricity flowing this summer and beyond if extreme heat, wildfires or other extreme events strike, warned California energy officials.
Officials forecast a potential shortfall of 1,700 megawatts this year, a figure that could reach 5,000 MW if the grid is strained by multiple challenges that limit available power and demand rises sharply. Power outages would likely only occur during extreme conditions.
Electricity planning in California has been difficult due to massive wildfires that have cut off transmission lines and extreme heat and drought have limited hydropower production.
Reuters (New York), May 6, 2022",5/6/2022,6/5/2022,estimated,5/19/2022,State,California,CA,0,0,0,1,0,0,1,0,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57242,,
57246,6,New water cuts loom for California water rights holders,"California water officials are warning water rights holders to expect curtailments in water diversions are expected for the Sacramento-San Joaquin River Delta to increase progressively through the spring and summer and continue through the early fall until significant precipitation occurs. Even senior water rights holders may be affected. All water rights holders and claimants should be prepared for reduced supplies.
AgAlert (Sacramento, Calif.), May 18, 2022",5/18/2022,12/31/2022,reported,5/19/2022,State,California,CA,0,1,0,0,0,0,1,0,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57246,,
57238,6,Drought cut into U.S. hay stocks,"The May USDA Crop Production report included hay stocks for the beginning of the hay crop year beginning May 1. Total U.S. hay stocks were down 6.9% from 2021 and are 15.1% below the 2012-2021 average. This follows a nearly 12% decline in May 1 stocks last year and a December 1 stock level that was down 6% year over year.  The ongoing drought continues to squeeze available hay supplies and widespread drought this year is a severe threat to 2022 hay and range/pasture production.
May 1 hay stocks in the 17 plains and western states were down 17.7% year over year. 
Hay stocks in the West are down 36.6% from 2020 levels as drought persisted for two years in some places and are down 27.1% from the 2012-2021 average.  The worst-affected regions are the Northern Plains and Rocky Mountain states with Montana down 53.6% year over year, and 55.4% lower from the ten-year average for the state. 
Also much lower were North Dakota, down 45.3%, South Dakota, down 50.5%, and Wyoming, down 38.5% from 2021 levels.  In total, this four-state region had May 1 hay stocks down 49.2% year over year.  This level is down 48.1% from the ten-year average level for the four-state total.  These four states had 15.1% of beef cows on January 1.
Drovers Cattle Network (Lenexa, Kan.), May 16, 2022",5/1/2022,5/31/2022,estimated,5/18/2022,State,California,CA,0,1,0,0,0,1,0,0,0,0,1,13,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57238,,
57203,6,The beef cow slaughter in the U.S. was up,"The beef cow slaughter through mid-April is up 16.9% year over year and is a surprisingly high rate of cow slaughter for spring. Drought impacts from 2021, combined with very strong cull cow prices and limited forage prospects are likely reflected in the rate. Significant beef cow herd liquidation may occur in 2022 unless drought improves quickly and substantially. 
Beef Magazine (St. Charles, Ill.), April 30, 2022",4/15/2022,5/15/2022,estimated,5/4/2022,State,California,CA,0,1,0,0,0,1,0,0,0,0,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57203,,
57188,6,"Water sold for $2,000 an acre-foot in California","Water in drought-stricken California has sold for $2,000 per acre-foot in a water district on the south side of the San Joaquin Valley. Other exorbitant prices were $1,648 and $1,800 per acre-foot. In comparison, water sold via federal and state projects is $40 and $120 per acre-foot. 
GV Wire (Fresno, Calif.), April 26, 2022",4/26/2022,5/26/2022,estimated,4/26/2022,State,California,CA,0,1,0,0,0,0,1,0,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57188,,
57165,6,Feedback sought on potential emergency actions to bolster Lake Powell,"The Interior Department’s assistant secretary for water and science wrote to seven states in the Colorado River Basin on April 8 to request feedback on the proposal to keep 480,000 acre-feet of water in Lake Powell. She emphasized that operating the dam below 3,490 feet, the minimum power pool, has not been done.
If power production ends at Glen Canyon Dam, customers such as cities, rural electric cooperatives and tribal utilities would have to turn to more expensive options for electricity. 
States' water managers have until April 22 to respond with feedback.
Associated Press News (New York), April 12, 2022",4/8/2022,5/8/2022,estimated,4/15/2022,State,California,CA,0,0,0,0,0,0,1,0,0,1,1,7,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57165,,
57126,6,Dry conditions contributed to the record number of cattle on feed in U.S.,"Feedlot owners put a record number of cattle on feed in February as producers faced dry conditions and processors were working steadily. The number of cattle in large feedlots was nearly 12.2 million, 1.4% higher than one year ago and the highest March 1 inventory since USDA National Agricultural Statistics Service began the reporting series in 1996. 
Some of the factors involved in the high placements are the dry conditions in the Southern and Central Plains where cattle have been moved into feedlots in January and February and possibly cattle from up north where feed resources are tight.
Capital Press (Salem, Ore.), March 29, 2022",2/1/2022,3/25/2022,reported,4/2/2022,State,California,CA,0,1,0,0,0,1,0,0,0,0,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57126,,
57128,6,"Surface waters drying, cattle sales in California","Seasonal creeks and ponds were going dry in many parts of California; reduced forage has many ranchers selling livestock early; and some grains in San Joaquin County are not expected to reach crop size and were instead used for grazing, according to a University of California Cooperative Extension person.
Reno Gazette (Nev.), March 30, 2022",3/30/2022,4/29/2022,estimated,3/30/2022,State,California,CA,0,1,0,0,0,1,0,0,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57128,,
57120,6,"California Gov. Newsom urged tighter water restrictions, more conservation in the state's 3rd year of drought","As California enters its third year of drought, Gov. Gavin Newsom told cities and other local water agencies to curb water use and enact stage two of their water shortage contingency plans, but did not order mandatory statewide cutbacks as Gov. Jerry Brown did years ago. Newsom has asked for water conservation of 15% to little avail. Water conservation in January was less than 6%. 
California’s major reservoirs averaged about 69% of capacity, per the Department of Water Resources. Shasta Lake is about half full.  The Sierra snowpack is about 39% of normal and has largely evaporated. 
Gov. Newsom also urged the State Water Resources Control Board to consider banning irrigation of “non-functional” grass, which would include decorative grass around commercial and industrial buildings. 
The governor also was expediting help for Central Valley communities that were affected by drought and urgently needed bottled water or other emergency supplies. He would hasten state agency approvals needed “to protect fish and wildlife where drought actions threaten their health and survival.” 
The Sacramento Bee (Calif.), March 28, 2022",3/28/2022,12/31/2022,reported,3/29/2022,State,California,CA,0,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57120,,
57117,6,"Weather, drought among top concerns for U.S. farmers","As spring planting nears, farmers are weighing a lot of variables from drought, fertilizer and pesticide shortages and high prices to high grain prices and other factors. Many farmers listed weather and drought as their topmost concern. 
DTN – Progressive Farmer (Burnsville, Minn.), March 26, 2022",3/26/2022,4/25/2022,estimated,3/28/2022,State,California,CA,0,1,0,0,0,0,0,1,0,0,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57117,,
57095,6,Barley shortages mean higher beer prices,"Beer prices are rising due to drought-related barley shortages and rising fuel costs. Barley prices jumped more than 11 percent in the past two weeks, and wheat prices are also soaring. 
KTVQ-TV Q2 Billings (Mont.), March 17, 2022",3/17/2022,4/16/2022,estimated,3/22/2022,State,California,CA,0,0,1,0,0,0,0,1,1,0,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57095,,
57102,6,Curtailment letters sent to California water rights holders,"The State Water Resources Control Board sent letters to about 20,000 water rights holders, including farms and cities, to warn them to prepare for mandatory cutbacks in a matter of weeks. The notices went to rights holders in the Sacramento-San Joaquin Delta and the Russian, Scott, Shasta, Mill Creek and Deer Creek watersheds.
In 2021, requests for curtailment came in August. This year, however, the request is coming in the spring, a dire warning that the drought is intense. 
The Sacramento Bee (Calif.), March 22, 2022",3/21/2022,12/31/2022,reported,3/22/2022,State,California,CA,0,1,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57102,,
57104,6,Additional funding for California's drought emergency,"Governor Gavin Newsom’s administration is spending an additional $22.5 million in response to the immediate drought emergency after the driest January and February in more than 100 years of records in the Sierra Nevada.  
The $22.5 million allocation includes more funding for the Department of Water Resources, State Water Resources Control Board and the California Department of Food and Agriculture.  
More than a third of the money, $8.25 million, will be used to increase outreach efforts to educate Californians on water conservation measures and practices. 
Governor (Sacramento, Calif.), March 13, 2022",3/13/2022,12/31/2022,reported,3/22/2022,State,California,CA,0,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57104,,
42917,6,Millions of trees continued to die in California's Sierra Nevada after end of drought,"Tree mortality in California exceeded 172 million trees since 2010. 
In 2021, an estimated 9.5 million trees in California died from insects, disease and drought, according to aerial survey data from the U.S. Forest Service. Significant tree mortality occurred in Fresno and Tulare counties last year. The slopes of the Klamath, Trinity and northern Sierra ranges are dotted with dead trees after 2021—these moister areas had no dead trees just a few years ago. Siskiyou County had the most tree deaths with about 10% of the total in 2021.
Nearly two-thirds of the tree deaths from 2021 were firs and often infested with fir engraver beetles. Sugar and ponderosa pine continued to die mostly from mountain and western pine beetles. 
Seventy-five thousand trees, including acacia and eucalyptus, in the East Bay perished in 2021. Scientists think that fungi in combination with drought may have killed the trees. Many trees died at the East Bay Regional Park District’s Anthony Chabot, Reinhardt Redwood and Tilden parks.
The Dixie Fire, which burned 963,000 acres in the northern Sierra, killed more than 100 million trees by the Forest Service’s estimate. Trees killed in fires are not included in the tree mortality estimates made from the aerial surveys. 
San Francisco Chronicle (Calif.), Feb 28, 2022

California suffered the loss of another 18 million trees since the fall of 2017, a substantial number, but fewer than the 27 million dead trees counted in the fall of 2017 or the 62 million dead trees documented in the fall of 2016.  The return to more rainfall and less drought has helped trees resist the bark beetles that have damaged and killed so many trees.  
Since drought began in 2010, more than 147 million trees on 9.7 million acres died.  The slowing rate of tree mortality was encouraging.  
Los Angeles Times (Calif.), Feb. 11, 2019

Trees continued to die in the Sierra Nevada more than a year after the end of California’s multiyear drought.  The U.S. Forest Service reported that 27 million trees died since November 2016, bringing the total of dead trees to roughly 129 million on about 8.9 million acres of land since 2010.  The trees were stressed and dehydrated by drought, making them more vulnerable to bark beetle infestations and other ills.
The density of dead trees was so great in areas that foresters closed roads and campgrounds to protect the public from falling trees.  Views in Yosemite and Sequoia national parks were marred by the spectacle of rust-colored trees, as were some stretches along the coast.  
San Francisco Chronicle (SFGate.com) (Calif.), Dec. 11, 2017",1/1/2010,12/31/2021,reported,3/2/2022,State,California,CA,0,0,0,0,0,1,0,0,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/42917,,
57039,6,An estimated 9.5 million trees died in California in 2021,"In 2021, an estimated 9.5 million trees in California died from insects, disease and drought, according to aerial survey data from the U.S. Forest Service. Significant tree mortality occurred in Fresno and Tulare counties last year. The slopes of the Klamath, Trinity and northern Sierra ranges are dotted with dead trees after 2021—these moister areas had no dead trees just a few years ago. Siskiyou County had the most tree deaths with about 10% of the total in 2021.
Nearly two-thirds of the tree deaths from 2021 were firs and often infested with fir engraver beetles. Sugar and ponderosa pine continued to die mostly from mountain and western pine beetles. 
Seventy-five thousand trees, including acacia and eucalyptus, in the East Bay perished in 2021. Scientists think that fungi in combination with drought may have killed the trees. Many trees died at the East Bay Regional Park District’s Anthony Chabot, Reinhardt Redwood and Tilden parks.
The Dixie Fire, which burned 963,000 acres in the northern Sierra, killed more than 100 million trees by the Forest Service’s estimate. Trees killed in fires are not included in the tree mortality estimates made from the aerial surveys. 
San Francisco Chronicle (Calif.), Feb 28, 2022",1/1/2021,12/31/2021,reported,3/2/2022,State,California,CA,0,0,0,0,0,1,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57039,,
57027,6,"CalFire preparing for 2022 fire season; homeowners should prepare, too","When not battling flames, California firefighters are preparing for the fire season ahead by thinning forest, clearing thick wooded areas near homes and roadways to provide less fuel for future wildfires and keep the flames low to the ground. Homeowners would be wise to remove dead vegetation from near their home and clean out rain gutters in case a fire would occur. 
KRON4 (San Francisco, Calif.), Feb 22, 2022",2/22/2022,3/24/2022,estimated,2/23/2022,State,California,CA,0,0,0,0,1,0,1,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57027,,
57010,6,"New ""Water Watch"" website for monitoring drought, water supplies, snowpack, etc.","California’s State Water Board officials revealed the new “Water Watch” website, which offers drought monitoring, temperatures, snowpack, reservoir levels and streamflow information all in one location. 
Water Watch can be found at cww.water.ca.gov
KSEE-TV NBC 24 Fresno (Fresno, Calif.), Feb 17, 2022",2/17/2022,12/31/2022,reported,2/17/2022,State,California,CA,0,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57010,,
57003,6,"Cattle that lacked green grass, due to drought, may need vitamin A supplementation","Livestock that did not graze on green grass for four months last summer, due to drought, likely need vitamin A supplementation this winter. Cows lacking adequate vitamin A may produce poor-quality colostrum for their calves.
Tri-State Livestock News (Belle Fourche, S.D.), Feb 11, 2022",2/11/2022,3/13/2022,estimated,2/15/2022,State,California,CA,0,1,0,0,0,1,1,0,0,0,1,25,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57003,,
56970,6,Drought among factors keeping beef prices high,"Beef brisket and other cuts of meat continue to be pricey as drought, packing capacity and corn prices have influenced beef production. At the start of December, the cost of prime and USDA choice cuts was more than $280 per hundredweight. 
Texas A&M Today (College Station, Texas), Jan 28, 2022",12/1/2021,12/31/2022,reported,2/3/2022,State,California,CA,0,1,0,0,0,1,0,1,0,0,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/56970,,
56958,6,Drought contributed to reduction in U.S. cattle numbers in 2021,"The U.S. cattle inventory shrank to 91.9 million head on Jan 1, 2022, compared to 93.8 million head one year ago, for a 2% drop.
""Drought conditions forced thousands of producers into liquidating females that historically they may have kept. It's important to not only look at the beef cow inventory, but to also realize that beef replacement heifer numbers were down, as well, which indicates that the market is not likely at its peak for cowherd liquidation, and that female prices are likely to get higher -- especially if cattlemen get moisture. To put into perspective just how few beef cows there are in the market, this is the fewest beef cows that the market has had since 2015 when producers were rebuilding after the 2012 drought,"" per DTN analysis.
DTN – Progressive Farmer (Burnsville, Minn.), Jan 31, 2022",1/1/2021,1/1/2022,reported,2/1/2022,State,California,CA,0,1,0,0,0,1,0,0,0,0,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/56958,,
56948,6,Drought harming bee populations in California,"Millions of beehives were on their way to California in time for pollination season when almond orchards bloom in February. Drought was one of several factors, including colony collapse disorder, climate change, habitat loss and stronger pesticides, that were costing beekeepers 40% of their hives.
Drought in California forced a Stanislaus County beekeeper to move his bees to Washington State for much of the year as wildflowers and plants were dried up in California.
Capital Public Radio (Sacramento, Calif.), Jan 26, 2022",1/26/2022,2/25/2022,estimated,1/27/2022,State,California,CA,0,1,0,0,0,1,0,0,0,0,1,2,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/56948,,
56930,6,California produced far fewer avocadoes in Q4 2021,"Drought in 2021 reduced the size of avocadoes and decimated Q4 sales from about 487,000 pounds in Q4 2020 to just 3,000 pounds in Q4 2021.
Supply Chain Dive (Washington, D.C.), Jan 20, 2022",10/1/2021,12/31/2021,reported,1/21/2022,State,California,CA,0,1,0,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/56930,,
56859,6,"Arizona, Nevada, California taking less water from the Colorado River","Water authorities from Arizona, Nevada and California signed the 500+ Plan on Dec. 15, voluntarily offering to reduce the share of water to be taken from the Colorado River to keep Lake Mead fuller.  The plan is that the states will take 500,000 acre-feet less in 2022 and 2023, depending on water usage and conservation in the area, with the aim of averting mandatory cuts in the near future. States must also make a financial investment amounting to $40 million from Arizona, and $20 million each from Nevada, California and the Central Arizona Project, which operates a canal system that delivers Colorado River water in Arizona. The federal government would match the funding, for a total of $200 million.
Associated Press News (New York), Dec 14, 2021

Phoenix is voluntarily contributing water as part of a regional “500+ Plan” to support Lake Mead and postpone more water shortages. The plan has not yet been finalized, but Arizona, Nevada and California will contribute water and funds over the next two years. 
Associated Press News (New York), Jan 7, 2022",11/20/2021,12/31/2023,reported,1/7/2022,State,California,CA,0,0,0,1,0,0,1,0,0,1,1,3,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/56859,,
56919,6,New water conservation regulations in California,"Californians conserved just 6.8% of their water use in November 2021, compared to November 2020, considerably below the 15% Gov. Newsom requested. Since July, urban water consumption fell by just 6%.
In light of the need for more water conservation, the State Water Resources Control Board passed new conservation regulations intended to help curb wasteful outdoor water use. The emergency regulations would be in effect for one year and would allow the violator to be fined up to $500.
While the timing of the new regulations might seem odd, given the recent heavy precipitation, California cannot count on the storms continuing as the precipitation outlook for the next three months was drier than average. 
The Sacramento Bee (Calif.), Jan 4, 2022",1/4/2022,1/4/2023,reported,1/4/2022,State,California,CA,0,0,0,0,0,0,1,0,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/56919,,
56663,6,Cattle producers in many drought-affected states selling livestock; higher cattle prices,"Drought hastened the liquidation of cattle and would likely continue to support rising cattle prices in the months ahead, according to an Oklahoma State University livestock marketing specialist. The beef cow slaughter is about 9 percent higher year-over-year, and 12 percent higher than in 2019. Drought may be contributing about 1.5% to the increased beef cow slaughter rate. 
The lack of rain in Oklahoma slowed winter wheat pasture growth for grazing. 
La Junta Tribune-Democrat (Colo.), Nov 24, 2021

Livestock producers in the West, Southwest and Northern Plains have endured extreme drought since June and are trying to decide whether to feed their herds or liquidate. 
Farm Progress (St. Charles, Ill.), Nov 11, 2021

Extreme heat and drought dried up pastures, leaving no hay or feed for cattle, pushing many cattle producers from Canada across the U.S. and Mexico to sell livestock.  The liquidation of breeding stock is expected to limit cattle production for years, tighten the North American beef supply, and increase prices consumers will pay, according to ranchers and cattle experts.
Reuters (New York), Sept 3, 2021",9/3/2021,11/24/2021,reported,12/26/2021,State,California,CA,0,1,0,0,0,1,0,0,0,0,1,17,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/56663,,
56881,6,"Drought, heat limited almond production in California","California’s almond production is expected to be down 10% to 2.9 billion pounds this year, due to heat and drought. La Niña might mean low production again in 2022.
Gro Intelligence (New York), Nov 15, 2021",1/1/2021,12/31/2021,reported,12/26/2021,State,California,CA,0,1,0,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/56881,,
56885,6,Drought pushed fall culling of cattle earlier in 2021,"Feedlot placements in October were 2.245 million head, 102.4 percent of last year. Marketings in October were 1.788 million head, 95.5 percent of one year ago. There was one less business day in October 2021 compared to last year, so average daily marketings were equal to last year. The November 1 on-feed total was 11.948 million head, 99.8 percent of last year.
This fall the year over year increases have been smaller, up 6.5 percent in the last eight weeks of data, indicating that some of the normal fall culling likely occurred earlier in the year due to drought.
Beef Magazine (St. Charles, Ill.), Nov 22, 2021",9/1/2021,10/31/2021,reported,12/26/2021,State,California,CA,0,1,0,0,0,1,0,0,0,0,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/56885,,
56891,6,Drought increased the price of several foods,"Drought in the U.S. has increased prices for a number of food items as low water supplies cut into production. Wheat, coffee, meat, nuts, avocados and sushi rice will cost more at the grocery store. 
Eat This, Not That! (New York), Nov 24, 2021",11/24/2021,12/24/2021,estimated,12/26/2021,State,California,CA,0,1,0,0,0,0,0,1,0,0,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/56891,,
56505,6,Pacific Flyway stops for migratory birds were drier than usual,"Drought along West Coast has reduced the number of wetlands and waterways available for migratory birds that need those stops for rest and nourishment, with many of the Pacific Flyway stops being eliminated in California. 
The Klamath refuges held little water and the winter rice fields in the Sacramento Valley offers far less habitat this year for hungry, weary birds. 
Cal Matters (Sacramento, Calif.), Nov 10, 2021

The lack of water for California rice growers in the Sacramento Valley also will mean less inviting habitat for birds along the Pacific Flyway as millions of migratory birds typically stop in rice fields to eat and rest on their journeys south. 
Bloomberg Green (New York), July 27, 2021",7/27/2021,11/10/2021,reported,12/25/2021,State,California,CA,0,0,0,0,0,1,0,0,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/56505,,
56872,6,Estimated economic impact of more than $2.5 billion to California agriculture in 2021,"The parched year of 2021 with water shortages and water cut-offs is expected to have an economic impact in California of more the $2.5 billion dollars. In the Central Valley, 4,550 farms were ordered to stop drawing water in the Sacramento/San Joaquin Delta by the State Water Resources Control Board as more than 10,300 water rights members were affected. More than 500,000 acres were fallowed in 2021 even before the curtailments began.
AgNet West (Fresno, Calif.), Dec 17, 2021",1/1/2021,12/31/2021,reported,12/25/2021,State,California,CA,0,1,0,0,0,1,1,0,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/56872,,
56867,6,California lawmakers examining health effects of drought on residents,"California lawmakers were examining how drought can affect residents’ wellbeing. The Senate Select Committee on Human Security held a hearing on how drinking water is affected, as well as labor, health, and prices and supply at grocery stores.
KGPE-TV CBS 47 Fresno (Calif.), Dec 16, 2021",12/16/2021,1/15/2022,estimated,12/22/2021,State,California,CA,0,1,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/56867,,
